Taxon	WTN.F	dbS.F	dbN.F	WTS.F	dbN.O	dbS.B	dbN.B	WTS.B	WTS.L	WTN.L	WTN.O	WTS.O	dbS.O	dbS.L	WTN.B	dbN.L
k__Bacteria;p__RCP2-54;c__RCP2-54;o__RCP2-54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0
k__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0
k__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales	0.0	0.0	15.0	0.0	0.0	11.0	44.0	0.0	0.0	8.0	0.0	5.0	0.0	2.0	3.0	0.0
k__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0
k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales	4.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	117.0	3.0	2.0	0.0	1.0	0.0	84.0	0.0
k__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__WCHB1-41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales	0.0	0.0	0.0	0.0	3.0	40.0	0.0	87.0	27.0	59.0	0.0	0.0	2.0	35.0	13.0	88.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	22.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales	0.0	0.0	0.0	0.0	0.0	3.0	5.0	19.0	9.0	0.0	0.0	0.0	0.0	22.0	7.0	63.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__UA11	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	84.0	138.0	24.0	4474.0	8.0	58.0	41.0	369.0	274.0	308.0	5.0	89.0	0.0	215.0	107.0	614.0
k__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2	5.0	25.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0
k__Bacteria;p__Zixibacteria;c__Zixibacteria;o__Zixibacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
